"CO_ppm_parts","CO_ppm_density","CO_temp","CO_humidity","TVOC_ppm_parts","TVOC_ppm_density","TVOC_temp","TVOC_humidity","O3_ppm_parts","O3_ppm_density","O3_temp","O3_humidity","NO2_ppm_parts","NO2_ppm_density","NO2_temp","NO2_humidity","SO2_ppb_parts","SO2_ppb_density","SO2_temp","SO2_humidity","analog_CO","analog_CO_Ref","analog_NO2","analog_NO2_Ref","analog_SO2","analog_SO2_Ref","analog_O3","analog_O3_Ref","sgp_VOC","stc31_CO2","telaire_CO2","sht41_temp","sht41_humidity","chipcap_tempC","chipcap_tempF","chipcap_humidity","PM1.0_ug/m3","PM2.5_(ug/m3)","PM4.0_(ug/m3)","PM10.0_(ug/m3)","PM0.5_(/cm3)","PM1_(/cm3)","PM2.5_(/cm3)","PM4.0_(/cm3)","PM10.0_(/cm3)","Typical_(nm)","TimeStampMillis","SetupLoopExeTime=132870","SetupLoopOffset=27143","MillisMsb=4060217741","MillisLsb=1752713415","FileAttr1=4291371562","FileAttr2=257"
529,608,37.62,60.77,728,728,35.39,65.33,9,17,38.11,55.78,0,0,38.14,59.06,3,7,35.77,65.26,488,495,464,495,529,497,464,496,55842,-1.59,1004,37.75,50.33,38.66,101.59,41.16,6,6,6,6,38,6,44,44,44,546,790270,,,,,,
529,608,37.62,60.77,685,685,35.23,65.65,6,11,38,56.16,0,0,38,59.1,3,7,35.65,65.55,482,495,445,494,463,496,463,496,55870,-1.56,974,37.61,51.18,38.46,101.22,41.77,6,6,6,6,37,6,43,43,43,538,795378,,,,,,
505,580,37.46,61.45,648,648,35.14,66.04,4,7,37.89,56.58,0,0,37.86,59.71,3,7,35.55,65.87,489,496,462,494,486,495,462,497,55889,-1.5,957,37.49,51.46,38.31,100.95,42.75,6,6,6,6,36,6,42,42,42,528,800484,,,,,,
480,552,37.33,61.87,611,611,35.04,66.27,1,1,37.79,56.67,0,0,37.74,60.1,3,7,35.46,66.17,485,495,462,495,480,495,459,497,55907,-1.5,949,37.41,51.82,38.21,100.77,43.26,5,5,5,5,34,5,39,40,40,520,805616,,,,,,
463,532,37.2,62.07,580,580,34.96,66.27,0,0,37.68,56.9,0,0,37.74,60.1,3,7,35.46,66.17,485,496,444,495,491,496,463,496,55924,-1.55,926,37.31,52.09,38.12,100.62,43.46,5,5,5,5,34,5,40,40,40,510,810722,,,,,,
445,511,37.06,62.29,555,555,34.88,66.17,0,0,37.59,56.8,0,0,37.62,60.58,3,7,35.36,66.17,475,496,441,495,484,497,464,496,55937,-1.53,877,37.27,51.88,38.05,100.5,43.68,6,6,6,6,36,6,42,42,42,506,815830,,,,,,
428,492,36.93,62.19,524,524,34.8,66.01,0,0,37.5,57,0,0,37.49,60.41,3,7,35.28,66.21,486,495,468,495,512,496,465,495,55954,-1.41,781,37.16,51.95,37.97,100.35,43.53,6,6,6,6,38,6,45,45,45,493,820936,,,,,,
414,476,36.83,62.42,506,506,34.73,66.01,0,0,37.41,57.02,0,0,37.39,60.41,3,7,35.23,66.11,487,496,464,495,482,496,472,496,55970,-1.41,752,37.03,52.22,37.88,100.19,43.41,6,6,6,6,38,6,45,45,45,498,826043,,,,,,
400,460,36.7,62.51,481,481,34.66,66.3,0,0,37.34,57.12,0,0,37.3,60.64,3,7,35.16,66.01,490,494,454,495,521,496,476,496,55986,-1.43,741,36.92,52.43,37.79,100.03,43.63,6,6,6,6,37,6,43,43,43,490,831149,,,,,,
386,443,36.59,62.93,462,462,34.59,66.4,0,0,37.34,57.12,0,0,37.2,60.44,2,5,35.09,66.14,487,494,469,495,476,496,483,497,56003,-1.41,737,36.85,52.75,37.66,99.79,43.82,5,5,5,5,35,5,41,41,41,486,836286,,,,,,
372,427,36.49,63.03,450,450,34.54,66.72,0,0,37.24,57.41,0,0,37.11,60.47,2,5,35.04,66.43,485,495,457,495,507,497,458,496,56025,-1.32,740,36.78,52.91,37.55,99.59,44.07,5,5,5,5,35,5,41,41,41,487,841391,,,,,,
362,416,36.4,63.23,432,432,34.45,66.92,0,0,37.16,57.63,0,0,37,60.67,2,5,34.97,66.72,488,494,468,495,473,496,478,496,56042,-1.26,741,36.7,52.8,37.44,99.39,44.34,6,6,6,6,38,6,44,44,44,480,846539,,,,,,
351,403,36.3,63.45,432,432,34.45,66.92,0,0,37.09,57.73,0,0,36.91,60.77,2,5,34.9,66.82,488,496,451,494,486,496,447,495,56057,-1.23,742,36.63,53.05,37.37,99.26,44.63,6,6,6,6,41,6,47,47,47,478,851645,,,,,,
